C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:37:43

sptypes = 'K'
-------------

Number of objects : 6163

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
3071|HD 335059                          |*  |20 43 58.2580942022 +29 35 44.609213036|     ~|11.64 |10.64 |     ~|     ~|K              |   1|   0
3072|HD 335133                          |*  |20 49 26.3295300086 +30 41 51.849916923|     ~|11.60 |10.42 |     ~|     ~|K              |   2|   0
3073|BD+39 2995                         |*  |16 26 32.9435479403 +39 24 03.838066010|     ~|12.65 |11.33 |     ~|     ~|K              |   0|   0
3074|BD+38 2779                         |*  |16 27 17.4518037628 +37 58 39.920308206|     ~|11.90 |10.61 |     ~|     ~|K              |   2|   0
3075|TYC 3070-745-1                     |*  |16 45 23.3195389778 +38 19 55.021866865|     ~|10.58 | 9.51 |     ~|     ~|K              |   1|   0
3076|SDSS J170056.59+400348.9           |RG*|17 00 56.6016446447 +40 03 48.941703833|     ~|17.6  |     ~|     ~|     ~|KIII           |   4|   0
3077|BD+42 2959                         |*  |17 55 58.1810765057 +42 05 31.175501869|     ~|11.45 |10.12 |     ~|     ~|K              |   0|   0
3078|BD+41 3138                         |*  |18 46 16.0742660344 +41 17 08.327066378|     ~|11.56 |10.50 |     ~|     ~|K              |   0|   0
3079|BD+40 3530                         |RG*|18 56 52.7887670527 +41 01 15.359918191|     ~|11.89 |10.81 |     ~|     ~|K              |  13|   0
3080|BD+39 3665                         |*  |19 10 36.6651270556 +40 12 44.385826542|     ~|11.78 |10.64 |     ~|     ~|K              |   0|   0
3081|HD 181880                          |*  |19 20 32.2456768823 +38 25 31.405629059|     ~| 9.70 | 8.34 |     ~|     ~|K              |   4|   0
3082|BD+37 3446                         |*  |19 24 25.0496455894 +38 07 06.309195823|     ~|11.28 | 9.93 |     ~|     ~|K              |   0|   0
3083|BD+37 3651B                        |PM*|19 52 00.5762320600 +38 01 42.798590735|     ~|10.53 | 9.745|     ~|     ~|K              |   6|   0
3084|HD 226250                          |PM*|19 52 00.3684612678 +38 01 53.995658608|     ~|10.35 | 9.64 |     ~|     ~|K              |   8|   0
3085|HD 226622                          |*  |19 55 56.3846732786 +37 54 04.094335682|     ~|11.76 |10.62 |     ~|     ~|K              |   3|   0
3086|HD 227260                          |*  |20 02 27.5007444913 +35 55 17.584102299|     ~|11.89 |11.12 |     ~|     ~|K              |   2|   0
3087|HD 228466                          |*  |20 14 10.2490430704 +36 02 33.953054802|     ~|11.59 |10.29 |     ~|     ~|K              |   3|   0
3088|HD 193874                          |*  |20 21 17.3555564850 +35 53 01.347849428|     ~| 9.65 | 8.48 |     ~|     ~|K              |   4|   0
3089|[MGH2000] 9                        |*  |20 17 36.05 +36 37 56.1                |     ~|     ~|     ~|     ~|     ~|K              |   3|   0
3090|[MHW95] 29-2                       |*  |20 37 49.0 +32 24 36                   |     ~|15.35 |13.42 |     ~|     ~|K              |   1|   0
3091|HD 149159                          |*  |16 31 19.9945055760 +40 27 23.597321044|     ~| 9.62 | 8.58 |     ~|     ~|K              |   1|   0
3092|HS 1648+4223                       |RG*|16 50 12.0491787686 +42 18 35.713749203|     ~|17.9  |     ~|     ~|     ~|KIII           |   4|   0
3093|HD 159025                          |*  |17 30 20.1877908175 +44 06 46.064249162|     ~|11.33 |10.28 |     ~|     ~|K              |   1|   0
3094|BD+43 2795B                        |*  |17 43 19.8766 +43 44 36.055            |     ~|10.83 |10.06 |     ~|     ~|K              |   1|   0
3095|BD+42 2905                         |*  |17 44 08.6107854441 +42 27 53.688990274|     ~|12.50 |11.37 |     ~|     ~|K              |   0|   0
3096|BD+42 2954                         |*  |17 54 55.5901749676 +42 55 46.615722223|     ~|11.63 |10.46 |     ~|     ~|K              |   0|   0
3097|HD 168153                          |** |18 16 13.56792 +44 22 44.3195          |     ~| 9.8  | 9.1  |     ~|     ~|K              |   4|   1
3098|HD 168383                          |*  |18 17 17.6547680991 +42 48 11.050723401|     ~| 9.74 | 8.55 |     ~|     ~|K              |   1|   0
3099|BD+42 3057                         |*  |18 20 58.6255565551 +42 38 51.971322200|     ~|12.05 |11.30 |     ~|     ~|K              |   0|   0
3100|BD+43 2963                         |*  |18 22 54.8602232434 +43 52 17.280646682|     ~|11.20 |10.05 |     ~|     ~|K              |   0|   0
3101|HD 175766                          |*  |18 54 58.1922088471 +42 34 11.159935722|     ~| 9.56 | 8.40 |     ~|     ~|K              |   1|   0
3102|[FS2003] 0995                      |*  |18 50 38.37 +43 26 55.8                |     ~|     ~|     ~|     ~|     ~|K              |   2|   0
3103|HD 177953                          |*  |19 04 51.5975219068 +41 25 46.273259822|     ~| 9.87 | 8.16 |     ~|     ~|K              |   1|   0
3104|BD+41 3231                         |*  |19 05 58.3634865221 +41 21 32.959900954|     ~|10.62 | 8.93 |     ~|     ~|K              |   0|   0
3105|HD 180213                          |*  |19 13 51.2797172105 +41 44 33.968501382|     ~| 9.85 | 8.56 |     ~|     ~|K              |   4|   0
3106|BD+42 3324                         |Er*|19 23 02.9827344575 +42 23 30.769333345|     ~|11.25 |10.11 |     ~|     ~|K              |   4|   0
3107|BD+42 3343                         |RG*|19 26 51.6502640148 +42 46 35.577136941|     ~|12.02 |10.73 |     ~|     ~|K              |   7|   0
3108|TYC 3140-904-1                     |*  |19 46 54.2602224768 +39 40 29.066399554|     ~|11.41 |11.01 |     ~|     ~|K              |   1|   0
3109|HD 225778                          |*  |19 46 54.0510541530 +39 41 44.323132970|     ~|11.24 |10.18 |     ~|     ~|K              |   2|   0
3110|[MGH2000] 15                       |*  |20 16 49.0601264123 +36 57 47.757147052|     ~|     ~|     ~|     ~|     ~|K              |   1|   0
3111|CD-36 5302                         |*  |09 02 45.7545296373 -37 11 59.268856377|     ~|12.38 |10.98 |     ~|     ~|Kwl            |   3|   0
3112|HD 59968                           |*  |07 30 22.4313995272 -43 06 59.301878816|     ~|10.80 | 9.46 |     ~|     ~|K              |   2|   0
3113|HD 40921                           |*  |05 59 38.1229006016 -45 48 25.262746449|     ~|10.843|10.245|     ~|     ~|K              |   3|   0
3114|HD 40920                           |*  |05 59 38.3702816132 -45 47 32.190272019|     ~|11.20 |10.34 |     ~|     ~|K              |   2|   0
3115|HD 274780                          |*  |05 26 32.5092142153 -47 29 25.510069890|     ~|12.63 |12.36 |     ~|     ~|K              |   1|   0
3116|HD 274547                          |*  |05 29 38.0216566729 -45 09 41.962292157|     ~|12.06 |11.17 |     ~|     ~|K              |   1|   0
3117|HD 274724                          |*  |05 20 22.5865324507 -47 22 52.949759115|     ~|12.50 |11.37 |     ~|     ~|K              |   1|   0
3118|V* UV Pic                          |BY*|05 20 49.3278249392 -45 41 30.011336768|     ~|12.2  |11.943|     ~|10.581|K              |  18|   0
3119|HD 274491                          |*  |05 24 18.9662082688 -46 08 34.169045062|     ~|12.248|11.143|     ~|     ~|K              |   2|   0
3120|HD 273489                          |*  |05 12 36.7029987748 -44 34 29.260030276|     ~|10    |     ~|     ~|     ~|K              |   1|   0
3121|HD 272693                          |PM*|05 01 49.3088788549 -46 03 11.505621215|     ~|10    |     ~|     ~|     ~|K              |   1|   0
3122|HD 273507                          |*  |05 10 33.2766727506 -45 31 38.535625854|     ~|12.790|11.768|     ~|     ~|K              |   2|   0
3123|HD 272540                          |*  |04 54 35.6450393757 -44 40 05.661995230|     ~|11.97 |11.13 |     ~|     ~|K              |   1|   0
3124|HD 272620                          |*  |04 56 04.2832733368 -45 45 07.913902611|     ~|12.722|11.666|11.16 |10.623|K              |   8|   0
3125|HD 272479                          |*  |04 49 29.6754223913 -44 56 47.041430881|     ~|13.24 |12.04 |     ~|     ~|K              |   2|   0
3126|CD-44 1590                         |PM*|04 30 33.3523131658 -44 00 03.692765475|     ~|11.19 |10.17 |     ~|     ~|K              |   2|   0
3127|CD-46 2920                         |*  |07 07 20.9616724364 -47 01 44.210108371|     ~|11.449|10.560|     ~|     ~|K              |   2|   0
3128|CD-47 2804                         |PM*|07 06 13.9754785987 -47 35 13.869262417|     ~|11.5  |10.59 |     ~|     ~|K              |  13|   0
3129|CD-48 2866                         |*  |07 19 21.0214920116 -48 45 38.787576315|     ~|10.746| 9.58 |     ~|     ~|K              |   3|   0
3130|HD 275013                          |*  |05 37 28.9613227462 -48 37 04.590652299|     ~|12.309|11.296|     ~|     ~|K              |   2|   0
3131|HD 274821                          |*  |05 26 42.2838197041 -49 14 36.191159635|     ~|12.506|11.196|     ~|     ~|K              |   2|   0
3132|HD 274937                          |*  |05 31 35.2568140088 -47 54 07.497208632|     ~|12.41 |11.48 |     ~|     ~|K              |   2|   0
3133|HD 273853                          |*  |05 10 45.9527970950 -49 27 54.892262696|     ~|13.07 |11.93 |11.25 |10.631|K              |   2|   0
3134|HD 273882                          |*  |05 14 47.5815487544 -47 58 18.240023602|     ~|12.830|11.249|     ~|     ~|K              |   2|   0
3135|HD 273885                          |*  |05 16 16.6310654719 -48 15 52.611987633|     ~|12.28 |11.56 |     ~|     ~|K              |   1|   0
3136|HD 273930                          |*  |05 15 03.8952038220 -49 48 58.090993164|     ~|12.664|11.57 |     ~|     ~|K              |   2|   0
3137|HD 273988                          |*  |05 20 09.2356128179 -49 22 00.302971814|     ~|12.45 |10.93 |     ~|     ~|K              |   1|   0
3138|HD 273807                          |*  |05 10 30.3576578657 -47 23 42.996618234|     ~|13.115|11.896|     ~|     ~|K              |   2|   0
3139|HD 272892                          |*  |04 57 56.2365108701 -48 12 54.146729850|     ~|12.89 |12.73 |     ~|     ~|K              |   1|   0
3140|HD 272944                          |*  |05 01 00.5941301119 -48 06 43.078817187|     ~|10    |     ~|     ~|     ~|K              |   1|   0
3141|HD 272902                          |*  |04 55 18.3635892485 -48 38 35.365212824|     ~|12.61 |12.39 |     ~|     ~|K              |   1|   0
3142|HD 273387                          |*  |05 04 55.6839553552 -47 11 39.042476997|     ~|11.5  |     ~|     ~|     ~|K              |   1|   0
3143|HD 273740                          |*  |05 04 21.6620931594 -49 19 46.057667834|     ~|12.849|11.767|     ~|     ~|K              |   2|   0
3144|HD 272800                          |*  |04 53 17.6773248141 -46 58 19.060758061|     ~|10    |     ~|     ~|     ~|K              |   1|   0
3145|HD 272806                          |*  |04 51 59.5973309380 -47 16 26.813015744|     ~|13.20 |11.65 |     ~|     ~|K              |   1|   0
3146|Shanks QSF1X:028                   |*  |03 41 28.2 -45 01 54                   |     ~|17.23 |     ~|     ~|     ~|K              |   1|   0
3147|CD-50 2666                         |PM*|07 16 44.5572658758 -50 26 08.974498252|     ~|11.58 |10.81 |     ~|     ~|K              |   1|   0
3148|HD 272854                          |*  |04 53 50.2016153150 -49 28 35.988147683|     ~|12.49 |12.10 |     ~|     ~|K              |   1|   0
3149|HD 272859                          |*  |04 52 12.3801067957 -49 38 12.419387056|     ~|13.19 |11.68 |     ~|     ~|K              |   1|   0
3150|CD-50 1394                         |PM*|04 27 08.2969835023 -50 28 14.762458184|     ~|11.37 |10.52 |     ~|     ~|K              |   0|   0
3151|L 301-33                           |PM*|03 51 48.1643152563 -45 56 39.949159710|     ~|15.58 |14.36 |     ~|     ~|K              |   7|   0
3152|HD 296866                          |*  |09 19 46.3123700751 -46 26 24.285583895|     ~|11.20 | 9.94 |     ~|     ~|K              |   2|   0
3153|V* ST Vel                          |cC*|08 44 55.8932351877 -50 33 36.140752245|     ~|10.89 | 9.69 |     ~| 8.294|K              |  68|   0
3154|[FS2003] 0315                      |*  |05 54 20.5161750047 -58 55 52.479918320|     ~|     ~|     ~|     ~|     ~|K              |   1|   0
3155|CD-50 1030                         |*  |03 25 45.5258772208 -50 13 41.119170603|     ~|10.706|10.22 |     ~|     ~|K              |   2|   0
3156|CD-50 792                          |*  |02 41 47.1156355374 -49 34 29.950523890|     ~|10.67 | 9.42 |     ~|     ~|K              |   3|   0
3157|HD 296984                          |*  |09 37 16.6307747235 -48 03 00.675783550|     ~|11.54 |10.32 |     ~|     ~|K              |   2|   0
3158|HD 297556                          |*  |09 43 01.9820536668 -48 23 20.643238100|     ~|10.93 | 9.79 |     ~|     ~|K              |   1|   0
3159|HD 298296                          |*  |09 11 01.4332187439 -52 25 17.140369630|     ~|11.16 | 9.63 |     ~|     ~|K              |   2|   0
3160|HD 299922                          |*  |09 13 58.5586947011 -54 03 27.244872991|     ~|11.02 | 9.97 |     ~|     ~|K              |   2|   0
3161|HD 298394                          |*  |09 19 43.5296938066 -53 08 59.280177150|     ~|10.80 | 9.65 |     ~|     ~|K              |   2|   0
3162|HD 299813                          |*  |09 00 40.2435615757 -53 35 47.700318243|     ~|11.09 | 9.85 |     ~|     ~|K              |   2|   0
3163|[FS2003] 0376                      |*  |06 35 22.500 -63 27 11.48              |     ~|     ~|     ~|     ~|     ~|K              |   1|   0
3164|[FS2003] 0267                      |*  |05 23 21.802 -64 07 50.48              |     ~|     ~|     ~|     ~|     ~|K              |   1|   0
3165|[FS2003] 0167                      |*  |04 15 14.12 -62 00 09.0                |     ~|     ~|     ~|     ~|     ~|K              |   1|   0
3166|[FS2003] 0170                      |*  |04 16 20.58 -62 00 57.4                |     ~|     ~|     ~|     ~|     ~|K              |   1|   0
3167|HE 0305-5442                       |Pe*|03 06 29.5014936276 -54 30 32.498352902|     ~|14.44 |13.70 |13.212|12.715|KIIvw          |  73|   0
3168|HD 297217                          |*  |10 10 25.1995093312 -47 51 42.577363538|     ~|10.804| 9.956|     ~|     ~|K              |   2|   0
3169|HD 297192                          |*  |10 07 16.9957020336 -47 56 47.649699776|     ~|11.23 | 9.42 |     ~|     ~|K              |   1|   0
3170|HD 297193                          |*  |10 07 15.5980615512 -47 57 23.863852920|     ~|11.05 |10.13 |     ~|     ~|K              |   1|   0
3171|HD 297617                          |*  |09 50 04.5304827375 -49 53 20.543780059|     ~|11.14 | 9.88 |     ~|     ~|K              |   2|   0
3172|HD 297674                          |*  |09 54 39.5267272105 -49 42 42.279195371|     ~|11.19 |10.61 |     ~|     ~|K              |   1|   0
3173|HD 299990                          |*  |09 23 12.0195760736 -54 32 48.947715144|     ~|10.82 | 9.87 |     ~|     ~|K              |   2|   0
3174|HD 299995                          |*  |09 24 35.4274009466 -54 56 28.200277461|     ~|11.04 | 9.83 |     ~|     ~|K              |   2|   0
3175|HD 302081                          |*  |09 07 44.2821495174 -56 34 17.994643707|     ~|10.65 | 9.41 |     ~|     ~|K              |   2|   0
3176|HD 270408                          |*  |05 57 15.7568161743 -67 29 21.056628050|     ~|12.696|11.556|     ~|     ~|K              |   8|   0
3177|HD 271010                          |*  |05 06 49.9035237889 -65 32 13.878108941|     ~|11.940|11.499|10.37 |11.103|K              |  11|   0
