C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET22:57:14

sptypes = 'O'
-------------

Number of objects : 1597

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |   spec. type    |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|-----------------|----|----
610 |LGGS J194505.25-144312.4           |*  |19 45 05.25 -14 43 12.4                |17.59 |18.50 |18.20 |18.43 |18.88 |O                |   3|   0
611 |BPS CS 22950-0048                  |HS*|20 20 27.7100566786 -13 08 37.518394718|     ~|     ~|14.9  |     ~|     ~|sdOHe            |   4|   0
612 |LB 349                             |HS*|20 34 10.4860596428 -11 08 02.189428637|     ~|13.38 |13.69 |13.88 |13.92 |sdO              |   3|   0
613 |BPS CS 22950-0197                  |HS*|20 32 28.3426380750 -12 54 15.626883224|14.02 |15.29 |15.71 |     ~|     ~|sdOHe            |   4|   0
614 |[L92b] Mark A                      |HS*|20 43 59.2255386146 -10 47 41.693629843|11.854|13.010|13.256|13.370|13.494|sdO              |  67|   1
615 |PG 1518-098                        |HS*|15 20 59.2888567267 -09 58 56.436531561|     ~|13.48 |13.67 |14.03 |     ~|sdOC2VIeHe40     |   9|   0
616 |LS IV -12 1                        |HS*|16 23 43.9894821460 -12 12 33.641936636|10.06 |11.14 |11.17 |     ~|     ~|sdO              |  31|   0
617 |NGC 6309                           |PN |17 14 04.3073336607 -12 54 37.891046946|     ~|11.6  |     ~|     ~|     ~|O(He)            | 297|   1
618 |IRAS 18183-1350                    |AB*|18 21 13.67376 -13 49 17.8212          |     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
619 |JCMTSF J181850.7-134856            |PoC|18 18 50.29 -13 48 55.2                |     ~|     ~|     ~|     ~|     ~|O                |   9|   0
620 |MSX5C G017.7968+00.4720            |AB*|18 21 36.0625189498 -13 12 52.025738022|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
621 |IRAS 18215-1157                    |AB*|18 24 22.2663401153 -11 56 11.006155101|     ~|     ~|     ~|     ~|     ~|O-rich           |   4|   0
622 |IRAS 18222-1333                    |AB*|18 25 04.23648 -13 31 30.6984          |     ~|     ~|     ~|     ~|     ~|O-rich           |   4|   0
623 |IRAS 18224-1240                    |AB*|18 25 13.0927881016 -12 38 29.425727103|     ~|     ~|     ~|     ~|     ~|O-rich           |   5|   0
624 |IRAS 18225-1212                    |AB*|18 25 23.89224 -12 11 07.7820          |     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
625 |IRAS 18229-1122                    |AB*|18 25 42.44184 -11 20 36.5352          |     ~|     ~|     ~|     ~|     ~|O-rich           |   5|   0
626 |IRAS 18242-1124                    |AB*|18 27 03.8684799502 -11 22 19.305796984|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
627 |IRAS 18243-1211                    |AB*|18 27 07.1489508318 -12 10 07.523811829|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
628 |IRAS 18246-1125                    |AB*|18 27 24.08280 -11 23 47.0148          |     ~|     ~|     ~|     ~|     ~|O-rich           |   6|   0
629 |IRAS 18253-1203                    |AB*|18 28 10.34256 -12 02 04.3512          |     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
630 |IRAS 18254-1157                    |AB*|18 28 16.7098894013 -11 55 16.443960457|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
631 |IRAS 18263-1116                    |AB*|18 29 04.8928627660 -11 14 28.111141719|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
632 |IRAS 18273-1112                    |AB*|18 30 06.5114836515 -11 09 58.196927841|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
633 |MSX5C G017.4317-00.0770            |AB*|18 22 53.5894377348 -13 47 40.075383276|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
634 |IRAS 18208-1341                    |AB*|18 23 40.3551652536 -13 40 18.894950698|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
635 |MSX5C G017.7612-00.1594            |AB*|18 23 49.7190004048 -13 32 29.503521077|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
636 |MSX5C G019.5398+00.2933            |AB*|18 25 35.8329954948 -11 45 28.533813873|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
637 |IRAS 18240-1209                    |AB*|18 26 50.7976820010 -12 07 56.950886758|     ~|     ~|     ~|     ~|     ~|O-rich           |   4|   0
638 |IRAS 18234-1115                    |AB*|18 26 12.2822537808 -11 14 05.024315798|     ~|     ~|     ~|     ~|     ~|O-rich           |   4|   0
639 |PN Sa 1-8                          |PN |18 50 44.33 -13 31 02.7                |     ~|12    |     ~|     ~|     ~|O(H)4-8III       |  42|   0
640 |PG 1525-071                        |HS*|15 28 11.5771272664 -07 16 32.898620269|13.658|14.85 |14.89 |15.14 |15.197|sdO              |  36|   0
641 |PG 1553-077                        |HS*|15 56 02.8524696999 -07 48 28.263036893|     ~|14.81 |14.93 |15.27 |     ~|sdOC7VIIeHe40    |   7|   0
642 |OH 20.4 +1.4                       |OH*|18 23 28.76 -10 27 20.4                |     ~|     ~|     ~|     ~|     ~|O-rich           |  13|   1
643 |IRAS 18237-1105                    |AB*|18 26 32.9323071104 -11 03 40.973660614|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
644 |IRAS 18244-1110                    |AB*|18 27 15.8787141380 -11 09 04.903357772|     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
645 |IRAS 18267-1057                    |AB*|18 29 27.7292157999 -10 55 45.893002256|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
646 |IRAS 18271-1026                    |AB*|18 29 50.7834535657 -10 24 05.942255401|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
647 |IRAS 18273-0943                    |AB*|18 30 07.18536 -09 41 22.6320          |     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
648 |IRAS 18273-1031                    |AB*|18 30 07.57728 -10 28 53.4540          |     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
649 |IRAS 18276-0953                    |AB*|18 30 24.22392 -09 51 14.5656          |     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
650 |IRAS 18279-0930                    |AB*|18 30 41.4110710418 -09 28 00.119443129|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
651 |IRAS 18282-1049                    |AB*|18 30 59.36040 -10 47 19.1076          |     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
652 |IRAS 18284-1004                    |AB*|18 31 12.3143810725 -10 01 50.380778318|     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
653 |IRAS 18285-1033                    |AB*|18 31 17.9989172832 -10 31 32.529475277|     ~|     ~|     ~|     ~|     ~|O-rich           |   4|   0
654 |IRAS 18287-1043                    |AB*|18 31 30.72936 -10 41 39.0048          |     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
655 |IRAS 18288-1008                    |AB*|18 31 37.1743722416 -10 06 10.428577689|     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
656 |IRAS 18301-0900                    |AB*|18 32 53.08104 -08 57 52.3908          |     ~|     ~|     ~|     ~|     ~|O-rich           |   5|   0
657 |IRAS 18304-0943                    |AB*|18 33 12.6914345661 -09 40 59.880773420|     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
658 |IRAS 18259-1014                    |AB*|18 28 34.26504 -10 12 15.5196          |     ~|     ~|     ~|     ~|     ~|O-rich           |   4|   0
659 |MSX5C G022.6058+00.1429            |AB*|18 31 55.54704 -09 06 46.9008          |     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
660 |ISOGAL-P J183225.1-095011          |AB*|18 32 25.0670006986 -09 50 12.133147372|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
661 |IRAS 18269-0953                    |AB*|18 29 44.5507705044 -09 51 20.093847081|     ~|     ~|     ~|     ~|14.93 |O-rich           |   2|   0
662 |PG 1513-045                        |HS*|15 16 19.1204614415 -04 43 57.460947003|     ~|15.57 |15.73 |16.09 |     ~|sdO              |   5|   0
663 |PG 1520-050                        |HS*|15 23 18.6196610919 -05 11 43.232562285|     ~|16.08 |     ~|     ~|     ~|sdO              |   6|   0
664 |PG 1537-046                        |HS*|15 40 33.3403569955 -04 48 12.194556048|     ~|14.87 |14.99 |15.34 |     ~|sdOC2VIIeHe40    |   8|   0
665 |IRAS 18320-0728                    |AB*|18 34 46.1548635709 -07 25 33.628922037|     ~|     ~|     ~|     ~|     ~|O-rich           |   2|   0
666 |IRAS 18332-0655                    |AB*|18 35 59.33304 -06 53 12.8076          |     ~|     ~|     ~|     ~|     ~|O-rich           |   4|   0
667 |IRAS 18333-0753                    |AB*|18 36 02.74656 -07 50 33.6336          |     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
668 |IRAS 18343-0624                    |AB*|18 37 01.9800780110 -06 22 08.621939676|     ~|     ~|     ~|     ~|     ~|O-rich           |   2|   0
669 |IRAS 18349-0638                    |AB*|18 37 40.15296 -06 36 09.9936          |     ~|     ~|     ~|     ~|     ~|O-rich           |   2|   0
670 |IRAS 18354-0724                    |AB*|18 38 09.4147477616 -07 22 17.770693037|     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
671 |IRAS 18358-0705                    |AB*|18 38 34.41528 -07 03 13.2084          |     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
672 |IRAS 18366-0651                    |AB*|18 39 19.1261402308 -06 48 39.334717149|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
673 |IRAS 18380-0548                    |AB*|18 40 46.8987145008 -05 45 39.316635234|     ~|     ~|     ~|     ~|     ~|O-rich           |   5|   0
674 |IRAS 18385-0558                    |AB*|18 41 14.5482064490 -05 55 44.117664884|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
675 |ISOGAL-P J183714.9-061522          |AB*|18 37 14.8881034359 -06 15 22.245605572|     ~|     ~|     ~|     ~|     ~|O-rich           |   4|   1
676 |MSX5C G025.1432-00.1982            |AB*|18 37 52.19472 -07 01 05.1096          |     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
677 |IRAS 18349-0605                    |AB*|18 37 36.1617958744 -06 02 38.772035049|     ~|     ~|     ~|     ~|     ~|O-rich           |   4|   0
678 |PG 1625-034                        |HS*|16 28 36.1650347116 -03 32 38.200751874|14.46 |15.48 |15.61 |15.61 |     ~|sdOHe            |   6|   0
679 |IRAS 18364-0532                    |AB*|18 39 07.26144 -05 29 40.3512          |     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
680 |IRAS 18367-0507                    |AB*|18 39 22.5038504876 -05 04 35.426922635|     ~|     ~|     ~|     ~|16.00 |O-rich           |   5|   0
681 |IRAS 18397-0518                    |AB*|18 42 23.2422851093 -05 15 26.452494406|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
682 |IRAS 18404-0501                    |AB*|18 43 02.6366834156 -04 58 48.146295854|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
683 |IRAS 18405-0326                    |AB*|18 43 06.9750165631 -03 23 02.121031953|     ~|     ~|     ~|     ~|     ~|O-rich           |   4|   0
684 |MSX5C G029.2741-00.0068            |AB*|18 44 46.8108940030 -03 15 32.304065671|     ~|     ~|     ~|     ~|     ~|O-rich           |   5|   0
685 |MSX5C G027.3034-00.3368            |AB*|18 42 20.9001293176 -05 09 43.500019030|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
686 |IRAS 18415-0256                    |AB*|18 44 18.6444917252 -02 53 36.903124732|     ~|     ~|     ~|     ~|     ~|O-rich           |   4|   0
687 |IRAS 18425-0403                    |AB*|18 45 13.6950135508 -04 00 36.330734366|     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
688 |PG 1534-018                        |HS*|15 37 33.8232683937 -02 00 21.913449762|     ~|14.90 |15.01 |15.58 |     ~|sdOC6.5VIIHe40   |  12|   0
689 |SDSS J161627.10-002932.9           |HS*|16 16 27.1107312216 -00 29 32.991630596|     ~|     ~|     ~|     ~|     ~|sdO              |   9|   0
690 |SDSS J161631.28-003853.1           |HS*|16 16 31.2867237740 -00 38 53.236704215|     ~|     ~|     ~|     ~|     ~|sdO              |   9|   1
691 |SDSS J161915.34-005616.0           |HS*|16 19 15.35 -00 56 16.0                |     ~|     ~|     ~|     ~|     ~|sdO              |   4|   0
692 |SDSS J163702.79-011351.7           |HS*|16 37 02.7887444841 -01 13 51.702962393|     ~|     ~|     ~|     ~|     ~|sdO              |   8|   0
693 |RAFGL 5466                         |*  |18 18 50.108 -02 45 28.76              |     ~|     ~|     ~|     ~|     ~|O-rich           |   9|   0
694 |IRAS 18426-0230                    |AB*|18 45 15.49392 -02 27 13.6044          |     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
695 |IRAS 18428-0244                    |AB*|18 45 25.50360 -02 41 30.9084          |     ~|     ~|     ~|     ~|     ~|O-rich           |   4|   0
696 |IRAS 18438-0139                    |Mi*|18 46 28.5624385823 -01 36 14.580796177|     ~|     ~|     ~|     ~|     ~|O-rich           |   2|   0
697 |IRAS 18451-0114                    |AB*|18 47 41.13168 -01 10 45.1488          |     ~|     ~|     ~|     ~|     ~|O-rich           |   2|   0
698 |IRAS 18476-0140                    |AB*|18 50 15.22368 -01 37 09.8652          |     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
699 |SDSS J152607.88+001640.7           |HS*|15 26 07.8833684064 +00 16 40.755458880|     ~|     ~|     ~|     ~|     ~|sdO              |  10|   0
700 |PG 1538+002                        |HS*|15 40 50.5738255675 +00 05 17.870068327|     ~|15.41 |15.47 |     ~|     ~|sdOA             |   6|   0
701 |EGGR 113                           |HS*|15 46 42.8506491224 +00 45 28.391604242|     ~|15.25 |14.97 |15.54 |15.54 |sdO              |  24|   0
702 |SDSS J160401.09+000826.0           |HS*|16 04 01.0916720973 +00 08 26.131447098|     ~|     ~|     ~|     ~|     ~|sdO              |   9|   0
703 |SDSS J161230.86+004237.1           |HS*|16 12 30.8713046794 +00 42 37.135203186|     ~|     ~|     ~|     ~|     ~|sdO              |   7|   0
704 |SDSS J161431.33+004004.5           |HS*|16 14 31.3350900123 +00 40 04.567280841|     ~|     ~|     ~|     ~|     ~|sdO              |   8|   0
705 |PG 1634+014                        |HS*|16 37 27.9587090570 +01 18 18.991473175|     ~|16.00 |16.16 |     ~|     ~|sdOA             |   4|   0
706 |IRAS 18481+0034                    |AB*|18 50 42.1351182316 +00 38 25.942041819|     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
707 |IRAS 18481+0027                    |AB*|18 50 43.31832 +00 30 41.4432          |     ~|     ~|     ~|     ~|     ~|O-rich           |   2|   1
708 |IRAS 18491+0106                    |AB*|18 51 40.4837641244 +01 10 24.838557536|     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
709 |IRAS 18496+0123                    |AB*|18 52 12.4208788410 +01 27 40.412483058|     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
710 |IRAS 18507+0033                    |AB*|18 53 19.62072 +00 36 52.4700          |     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
711 |IRAS 18507+0101                    |AB*|18 53 17.04384 +01 04 54.9192          |     ~|     ~|     ~|     ~|     ~|O-rich           |   3|   0
712 |IRAS 18510+0004                    |AB*|18 53 37.7649718288 +00 07 50.234790294|     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
713 |IRAS 18512+0124                    |AB*|18 53 45.12168 +01 28 40.7820          |     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
714 |IRAS 18513+0200                    |AB*|18 53 56.02584 +02 04 02.6652          |     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
715 |IRAS 18514+0116                    |AB*|18 53 59.9501905659 +01 20 48.067146064|     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
716 |IRAS 18538+0135                    |AB*|18 56 20.6602752460 +01 39 44.420916931|     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
717 |IRAS 18544+0150                    |AB*|18 56 55.73544 +01 54 23.3028          |     ~|     ~|     ~|     ~|     ~|O-rich           |   2|   0
718 |KK 881-129                         |*  |19 19 12.0 +02 09 00                   |     ~|     ~|     ~|     ~|     ~|O                |   1|   0
719 |V* V413 Aql                        |Al*|19 24 50.9098273302 +02 29 42.218045687|     ~|     ~|12.36 |     ~|     ~|O                |  15|   0
720 |KK 881-174                         |*  |19 22 00.0 +02 13 00                   |     ~|     ~|     ~|     ~|     ~|O                |   1|   0
721 |KK 881-185                         |*  |19 23 18.0 +01 58 00                   |     ~|     ~|     ~|     ~|     ~|O                |   1|   0
722 |PG 1539+043                        |HS*|15 42 13.6024425612 +04 08 36.104395710|     ~|15.98 |     ~|     ~|     ~|sdOC             |   8|   0
723 |PG 1642+038                        |HS*|16 44 45.5754962569 +03 42 19.161843267|     ~|15.25 |15.37 |15.66 |     ~|sdOC             |   6|   0
724 |IRAS 18530+0507                    |OH*|18 55 30.22 +05 11 40.6                |     ~|     ~|     ~|     ~|     ~|O-rich           |  10|   1
725 |IRAS 18533+0306                    |AB*|18 55 48.91536 +03 10 18.3792          |     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
726 |IRAS 18535+0315                    |AB*|18 56 06.22728 +03 19 25.3992          |     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
727 |PG 2052+027                        |HS*|20 55 08.0805262381 +02 52 05.020171611|     ~|16.01 |16.45 |     ~|     ~|sdOHe            |   7|   0
728 |RAFGL 2199                         |Mi*|18 35 46.8114216120 +05 35 50.500895964|     ~|     ~|     ~|     ~|     ~|O-rich           |  62|   1
729 |IRAS 19002+0558                    |AB*|19 02 41.3255679478 +06 02 58.329729378|     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
730 |IRAS 19009+0623                    |AB*|19 03 25.3934496565 +06 27 55.000813072|     ~|     ~|     ~|     ~|     ~|O-rich           |   1|   0
731 |IRAS 19027+0555                    |AB*|19 05 11.0037927304 +06 00 08.244285582|     ~|     ~|     ~|     ~|     ~|O-rich           |   4|   0
