C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:34:38

sptypes = 'F'
-------------

Number of objects : 3144

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
1120|CHSS 22                            |*  |10 37 08.4159645479 +29 37 22.000595936|     ~|     ~|13.93 |     ~|     ~|F              |   1|   0
1121|CHSS 31                            |*  |10 38 38.1537633878 +29 28 59.845322144|     ~|     ~|13.19 |     ~|     ~|F              |   1|   0
1122|CHSS 34                            |*  |10 39 24.7109877081 +29 28 14.928870441|     ~|     ~|14.38 |     ~|     ~|F              |   1|   0
1123|CHSS 36                            |*  |10 41 09.1450806768 +29 37 47.418256115|     ~|     ~|13.06 |     ~|     ~|F              |   1|   0
1124|CHSS 24                            |*  |10 37 22.9455415925 +29 01 20.905393227|     ~|     ~|13.17 |     ~|     ~|F              |   1|   0
1125|CHSS 26                            |*  |10 37 34.8562330009 +28 52 29.093924908|     ~|     ~|13.74 |     ~|     ~|F              |   1|   0
1126|CHSS 29                            |*  |10 38 09.6609806152 +29 17 35.153070039|     ~|     ~|14.74 |     ~|     ~|F              |   1|   0
1127|CHSS 772                           |*  |10 36 57.5540534091 +28 58 03.628634002|     ~|     ~|15.69 |     ~|     ~|F              |   1|   0
1128|CHSS 778                           |*  |10 40 55.6704580642 +28 40 56.386827216|     ~|     ~|     ~|     ~|     ~|F              |   1|   0
1129|CHSS 6                             |PM*|10 31 48.9420067801 +28 46 42.440480564|     ~|     ~|13.56 |     ~|     ~|F              |   1|   0
1130|CHSS 16                            |*  |10 35 43.4 +29 07 45                   |     ~|     ~|12.99 |     ~|     ~|F              |   1|   0
1131|TYC 1979-1363-1                    |*  |10 37 46.2014012636 +29 11 40.828988233|     ~|12.40 |12.30 |     ~|     ~|F              |   1|   0
1132|CHSS 30                            |*  |10 38 19.6948948565 +29 02 37.439785015|     ~|     ~|13.85 |     ~|     ~|F              |   1|   0
1133|CHSS 767                           |*  |10 33 09.6123479997 +29 03 15.181736934|     ~|     ~|15.80 |     ~|     ~|F              |   1|   0
1134|HD 91086                           |*  |10 30 47.6652915422 -05 03 20.839873200|     ~|10.15 | 9.786|     ~|     ~|Fm_dD          |   4|   0
1135|HD 92054                           |*  |10 37 38.2262447283 -09 43 05.946930130|     ~| 8.97 | 8.71 |     ~|     ~|Fm_dD          |  11|   0
1136|EC 10376-0912                      |*  |10 40 10.8106028711 -09 28 09.566981667|     ~|15.66 |15.46 |     ~|     ~|F+sdB?         |   1|   0
1137|EC 10298-2231                      |*  |10 32 16.4784709067 -22 47 03.197640129|     ~|16.35 |15.93 |     ~|     ~|F              |   2|   0
1138|HD 91756                           |*  |10 35 03.2780709229 -39 33 09.641070289|     ~| 9.16 | 8.70 |     ~|     ~|Fm_dD          |   5|   0
1139|V* V351 Vel                        |EB*|10 32 21.83838 -41 10 35.1327          |     ~|12.20 |     ~|     ~|     ~|Fp             |   8|   0
1140|CHSS 39                            |*  |10 41 43.8 +29 30 16                   |     ~|     ~|13.06 |     ~|     ~|F              |   1|   0
1141|CHSS 41                            |*  |10 41 55.7 +29 41 29                   |     ~|     ~|13.02 |     ~|     ~|F              |   1|   0
1142|CHSS 46                            |*  |10 45 58.0496625480 +29 38 21.431564521|     ~|     ~|12.70 |     ~|     ~|F              |   1|   0
1143|CHSS 54                            |*  |10 48 28.8094871160 +29 43 48.012368223|     ~|     ~|13.93 |     ~|     ~|F              |   1|   0
1144|CHSS 785                           |*  |10 47 55.5548420305 +29 43 51.272989473|     ~|     ~|15.84 |     ~|     ~|F              |   1|   0
1145|CHSS 38                            |*  |10 41 31.5871947461 +29 10 20.142190249|     ~|     ~|14.04 |     ~|     ~|F              |   1|   0
1146|CHSS 43                            |*  |10 43 39.8042791543 +29 22 08.499782430|     ~|     ~|12.70 |     ~|     ~|F              |   1|   0
1147|CHSS 47                            |*  |10 46 34.9405717462 +29 04 42.518479648|     ~|     ~|13.90 |     ~|     ~|F              |   1|   0
1148|CHSS 49                            |*  |10 46 41.8959331495 +28 52 39.609567116|     ~|     ~|13.69 |     ~|     ~|F              |   1|   0
1149|CHSS 52                            |*  |10 48 01.4970452954 +29 36 25.515699775|     ~|     ~|14.36 |     ~|     ~|F              |   1|   0
1150|CHSS 55                            |*  |10 49 10.4890008561 +29 42 39.576538990|     ~|     ~|14.59 |     ~|     ~|F              |   1|   0
1151|CHSS 58                            |*  |10 49 24.3187230013 +29 31 12.395894923|     ~|     ~|15.27 |     ~|     ~|F              |   1|   0
1152|CHSS 404                           |*  |10 51 19.0704680852 +29 43 03.839974172|     ~|     ~|15.57 |     ~|     ~|F              |   1|   0
1153|TYC 1979-917-1                     |*  |10 41 30.8251834271 +28 23 17.115686037|     ~|11.82 |11.50 |     ~|     ~|F              |   1|   0
1154|2MASS J10412130+2906032            |EB*|10 41 21.3117319372 +29 06 03.227071606|     ~|     ~|14.32 |     ~|     ~|F              |   4|   0
1155|CHSS 42                            |*  |10 42 54.3038967802 +29 07 53.389044302|     ~|     ~|14.36 |     ~|     ~|F              |   1|   0
1156|NSVS 7548785                       |RR*|10 44 33.6204559432 +29 28 09.681496180|     ~|     ~|14.06 |     ~|     ~|F              |   7|   0
1157|CHSS 48                            |*  |10 46 40.3841065488 +29 01 18.055606781|     ~|     ~|13.43 |     ~|     ~|F              |   1|   0
1158|CHSS 50                            |*  |10 47 08.9074233612 +29 20 55.448261071|     ~|     ~|14.52 |     ~|     ~|F              |   1|   0
1159|CHSS 53                            |*  |10 48 12.8731172339 +29 09 17.817106180|     ~|     ~|14.74 |     ~|     ~|F              |   1|   0
1160|CHSS 57                            |*  |10 49 18.7461612492 +29 40 11.231797002|     ~|     ~|14.17 |     ~|     ~|F              |   1|   0
1161|CHSS 59                            |*  |10 49 46.2 +29 25 07                   |     ~|     ~|13.82 |     ~|     ~|F              |   1|   0
1162|CHSS 61                            |*  |10 50 42.3007231917 +29 43 20.629493674|     ~|     ~|13.65 |     ~|     ~|F              |   1|   0
1163|TYC 1979-1418-1                    |PM*|10 41 56.3361058176 +28 14 41.022844761|     ~|11.08 |10.44 |     ~|     ~|F              |   2|   0
1164|CHSS 784                           |*  |10 46 56.3507812350 +29 25 54.745092333|     ~|     ~|16.49 |     ~|     ~|F              |   1|   0
1165|HD 92751                           |*  |10 42 29.3089417462 -05 48 46.437920620|     ~| 9.580| 9.156|     ~|     ~|Fm_dD          |  11|   0
1166|HD 93748                           |*  |10 48 54.4188097601 -39 39 33.766579830|     ~|10.21 | 9.77 |     ~|     ~|Fm_dD          |   4|   0
1167|BD+39 2385                         |*  |10 52 35.0583419412 +38 23 55.476322620|     ~|10.36 | 9.92 |     ~|     ~|F              |   0|   0
1168|TYC 1980-743-1                     |*  |11 02 10.0820424777 +27 54 58.949806248|     ~|11.51 |10.98 |     ~|     ~|F              |   2|   0
1169|CHSS 65                            |*  |10 53 06.5707022807 +29 11 30.198244398|     ~|     ~|13.66 |     ~|     ~|F              |   1|   0
1170|CHSS 66                            |*  |10 53 10.0 +29 31 04                   |     ~|     ~|15.41 |     ~|     ~|F              |   1|   0
1171|CHSS 68                            |*  |10 54 20.2 +29 16 30                   |     ~|     ~|14.46 |     ~|     ~|F              |   1|   0
1172|CHSS 70                            |*  |10 54 37.4682698311 +28 53 07.035663034|     ~|     ~|15.48 |     ~|     ~|F              |   1|   0
1173|CHSS 72                            |*  |10 55 34.1722948199 +29 41 50.830438331|     ~|     ~|14.65 |     ~|     ~|F              |   1|   0
1174|CHSS 74                            |*  |10 56 25.8113844636 +29 37 56.999569760|     ~|     ~|13.88 |     ~|     ~|F              |   1|   0
1175|CHSS 76                            |*  |10 56 55.3420029656 +29 37 40.701830381|     ~|     ~|13.41 |     ~|     ~|F              |   1|   0
1176|CHSS 78                            |*  |10 57 52.7969626457 +29 11 24.818548560|     ~|     ~|12.42 |     ~|     ~|F              |   1|   0
1177|CHSS 80                            |*  |10 59 18.4493939950 +28 54 36.022329386|     ~|     ~|15.38 |     ~|     ~|F              |   1|   0
1178|CHSS 84                            |*  |11 00 04.9828796536 +28 51 31.088425523|     ~|     ~|14.53 |     ~|     ~|F              |   2|   0
1179|CHSS 86                            |*  |11 00 05.3157205889 +29 25 22.718556870|     ~|     ~|15.15 |     ~|     ~|F              |   1|   0
1180|CHSS 89                            |*  |11 00 55.5284890657 +29 09 46.180212027|     ~|     ~|15.08 |     ~|     ~|F              |   1|   0
1181|CHSS 91                            |*  |11 01 23.8231806439 +29 27 22.524102479|     ~|     ~|13.29 |     ~|     ~|F              |   1|   0
1182|CHSS 93                            |*  |11 01 28.2656182842 +29 10 47.387483914|     ~|     ~|12.65 |     ~|     ~|F              |   1|   0
1183|CHSS 95                            |*  |11 02 34.7622140913 +28 55 54.028926246|     ~|     ~|13.12 |     ~|     ~|F              |   3|   0
1184|CHSS 792                           |*  |10 56 54.8901108823 +29 17 56.786917867|     ~|     ~|15.63 |     ~|     ~|F              |   1|   0
1185|CHSS 794                           |*  |10 59 30.7499185533 +28 16 52.950680120|     ~|     ~|     ~|     ~|     ~|F              |   2|   0
1186|CHSS 64                            |*  |10 52 35.4198115698 +29 11 05.217254080|     ~|     ~|15.19 |     ~|     ~|F              |   1|   0
1187|CHSS 67                            |*  |10 54 03.9492799945 +29 04 11.785768358|     ~|     ~|12.84 |     ~|     ~|F              |   1|   0
1188|CHSS 69                            |*  |10 54 35.3 +29 33 27                   |     ~|     ~|14.84 |     ~|     ~|F              |   1|   0
1189|CHSS 71                            |*  |10 55 00.5255361969 +29 24 03.266941085|     ~|     ~|13.69 |     ~|     ~|F              |   1|   0
1190|SDSS J105543.47+293344.9           |*  |10 55 43.4728184522 +29 33 44.867327313|     ~|     ~|15.37 |     ~|     ~|F              |   2|   0
1191|CHSS 77                            |PM*|10 57 44.2458900213 +29 11 27.247039699|     ~|     ~|15.02 |     ~|     ~|F              |   1|   0
1192|CHSS 81                            |*  |10 59 25.3463873738 +29 39 36.345978454|     ~|     ~|13.13 |     ~|     ~|F              |   1|   0
1193|CHSS 83                            |*  |10 59 43.3353272606 +29 37 00.478043177|     ~|     ~|12.90 |     ~|     ~|F              |   1|   0
1194|CHSS 85                            |*  |11 00 05.3053983176 +29 23 06.221214354|     ~|     ~|12.98 |     ~|     ~|F              |   1|   0
1195|CHSS 88                            |*  |11 00 22.1395969510 +29 12 17.819126259|     ~|     ~|12.89 |     ~|     ~|F              |   1|   0
1196|CHSS 90                            |*  |11 01 21.2340904534 +29 17 56.218958251|     ~|     ~|13.17 |     ~|     ~|F              |   1|   0
1197|CHSS 92                            |*  |11 01 28.2114371390 +29 09 13.046282725|     ~|     ~|12.87 |     ~|     ~|F              |   1|   0
1198|CHSS 94                            |*  |11 02 13.5341668213 +29 22 27.612077874|     ~|     ~|12.70 |     ~|     ~|F              |   1|   0
1199|CHSS 96                            |*  |11 03 06.8701245131 +29 31 44.344059973|     ~|     ~|13.52 |     ~|     ~|F              |   1|   0
1200|CHSS 795                           |*  |10 59 40.6484074136 +29 08 25.296430155|     ~|     ~|15.65 |     ~|     ~|F              |   1|   0
1201|HD 95279                           |*  |11 00 27.5442467521 +25 19 49.400372004|     ~| 9.42 | 8.94 |     ~|     ~|F              |   2|   0
1202|HD 95856                           |dS*|11 03 15.6623431265 -30 43 09.465937998|     ~| 9.75 | 9.33 |     ~|     ~|Fm_dD          |  10|   0
1203|CHSS 97                            |*  |11 03 54.0606597310 +29 07 05.369479119|     ~|     ~|13.92 |     ~|     ~|F              |   1|   0
1204|CHSS 98                            |*  |11 03 55.8439425939 +29 37 48.586646917|     ~|     ~|15.50 |     ~|     ~|F              |   1|   0
1205|CHSS 100                           |*  |11 04 13.4 +29 08 08                   |     ~|     ~|13.15 |     ~|     ~|F              |   1|   0
1206|CHSS 104                           |*  |11 07 16.6461036472 +29 33 51.121905517|     ~|     ~|15.39 |     ~|     ~|F              |   1|   0
1207|CHSS 106                           |*  |11 07 37.1159013241 +29 14 23.965264793|     ~|     ~|15.18 |     ~|     ~|F              |   1|   0
1208|CHSS 108                           |*  |11 08 46.7235872868 +28 51 43.591448163|     ~|     ~|15.38 |     ~|     ~|F              |   1|   0
1209|CHSS 110                           |*  |11 11 03.1 +29 04 12                   |     ~|     ~|14.67 |     ~|     ~|F              |   1|   0
1210|CHSS 111                           |*  |11 11 17.3673596935 +29 22 17.974169880|     ~|     ~|13.82 |     ~|     ~|F              |   1|   0
1211|CHSS 113                           |*  |11 13 02.6 +29 20 01                   |     ~|     ~|12.89 |     ~|     ~|F              |   1|   0
1212|CHSS 116                           |*  |11 13 17.8330037422 +29 24 22.889518211|     ~|     ~|14.36 |     ~|     ~|F              |   1|   0
1213|CHSS 101                           |*  |11 04 38.3263169092 +29 17 43.037502432|     ~|     ~|13.80 |     ~|     ~|F              |   1|   0
1214|CHSS 103                           |*  |11 06 45.4186526182 +29 17 15.826202143|     ~|     ~|13.39 |     ~|     ~|F              |   1|   0
1215|CHSS 105                           |*  |11 07 27.1 +29 24 11                   |     ~|     ~|13.38 |     ~|     ~|F              |   1|   0
1216|CHSS 107                           |*  |11 07 44.2916059947 +29 17 43.262368835|     ~|     ~|13.29 |     ~|     ~|F              |   1|   0
1217|CHSS 109                           |*  |11 09 39.2190148049 +29 29 07.941871302|     ~|     ~|14.53 |     ~|     ~|F              |   1|   0
1218|CHSS 112                           |*  |11 11 23.3 +29 25 19                   |     ~|     ~|14.32 |     ~|     ~|F              |   1|   0
1219|CHSS 115                           |*  |11 13 17.7624060506 +29 16 56.763206698|     ~|     ~|14.07 |     ~|     ~|F              |   1|   0
1220|CHSS 799                           |*  |11 05 36.9679105106 +29 27 35.076617452|     ~|     ~|16.42 |     ~|     ~|F              |   1|   0
1221|CHSS 803                           |*  |11 12 27.0628928428 +27 51 19.367304741|     ~|     ~|     ~|     ~|     ~|F              |   1|   0
1222|CCDM J11040+0338AB                 |** |11 03 58.89769 +03 38 19.5868          |     ~| 7.61 | 7.28 |     ~|     ~|Fm_dD          |  26|   1
1223|EC 11063-2349                      |*  |11 08 45.2125667485 -24 05 49.032018064|     ~|15.71 |15.19 |     ~|     ~|F              |   1|   0
1224|EC 11040-2947                      |*  |11 06 24.6790803090 -30 03 56.234162606|     ~|14.77 |14.55 |     ~|     ~|F+sd           |   1|   0
1225|CHSS 122                           |*  |11 16 24.8763921813 +28 47 48.666042919|     ~|     ~|12.77 |     ~|     ~|F              |   1|   0
1226|CHSS 123                           |*  |11 17 06.0448683262 +29 23 05.951043724|     ~|     ~|13.00 |     ~|     ~|F              |   1|   0
